sid,pid,y
s78,p66,0
s78,p67,0
s78,p68,1
s78,p69,1
s78,p70,1
s78,p71,0
s78,p72,1
s78,p73,0
s78,p74,0
s78,p75,0
s78,p76,0
s78,p77,0
s78,p78,0
s78,p79,0
s78,p80,1
s78,p81,1
s78,p82,0
s78,p83,0
s78,p84,0
s78,p85,1
s78,p86,0
s78,p87,0
s78,p88,0
s78,p89,1
s78,p90,1
s78,p91,0
s78,p92,1
s78,p93,0
s78,p94,1
s78,p95,1
s78,p96,0
s78,p97,1
s78,p98,1
s78,p99,0
s78,p100,0
s78,p101,0
s78,p102,0
s78,p103,1
s78,p104,1
s78,p105,1
s78,p106,0
s78,p107,0
s78,p108,0
s78,p109,1
s78,p110,0
s78,p111,0
s78,p112,0
s78,p113,0
s78,p114,0
s78,p115,1
s78,p116,0
s78,p117,1
s78,p118,1
s78,p119,1
s78,p120,1
s78,p121,1
s78,p122,0
s78,p123,1
s78,p124,1
s78,p125,1
s78,p126,1
s78,p127,0
s78,p128,1
s78,p129,1
s78,p130,0
s78,p131,0
s78,p132,1
s78,p133,0
s78,p134,0
s78,p135,0
s78,p136,1
s78,p137,1
s78,p138,0
s78,p139,0
s78,p140,0
s78,p141,1
s78,p142,1
s78,p143,0
s78,p144,0
s78,p145,1
s78,p146,1
s78,p147,0
s78,p148,0
s78,p149,0
s78,p150,1
s78,p151,0
s78,p152,0
s78,p153,0
s78,p154,1
s78,p155,1
s78,p156,1
s78,p157,1
s78,p158,0
s78,p159,0
s78,p160,0
s78,p161,0
s78,p162,1
s78,p163,1
s78,p164,1
s78,p165,0
s78,p166,0
s78,p167,0
s78,p168,1
s78,p169,0
s78,p170,0
s78,p171,0
s78,p172,1
s78,p173,1
s78,p174,1
s78,p175,1
s78,p176,1
s78,p177,1
s78,p178,0
s78,p179,1
s78,p180,1
s78,p181,0
s78,p182,0
s78,p183,1
s78,p184,1
s78,p185,0
s78,p186,1
s78,p187,1
s78,p188,1
s78,p189,0
s78,p190,1
s78,p191,1
s78,p192,0
s78,p193,1
s78,p194,0
s78,p195,1
s78,p196,0
s78,p197,0
s78,p198,1
s78,p199,0
s78,p200,1
s79,p1,0
s79,p2,0
s79,p3,0
s79,p4,0
s79,p5,1
s79,p6,0
s79,p7,0
s79,p8,1
s79,p9,0
s79,p10,0
s79,p11,0
s79,p12,1
s79,p13,0
s79,p14,0
s79,p15,0
s79,p16,0
s79,p17,0
s79,p18,0
s79,p19,0
s79,p20,0
s79,p21,0
s79,p22,0
s79,p23,0
s79,p24,1
s79,p25,0
s79,p26,0
s79,p27,0
s79,p28,1
s79,p29,1
s79,p30,1
s79,p31,0
s79,p32,1
s79,p33,0
s79,p34,0
s79,p35,1
s79,p36,0
s79,p37,0
s79,p38,1
s79,p39,0
s79,p40,0
s79,p41,0
s79,p42,0
s79,p43,1
s79,p44,0
s79,p45,0
s79,p46,0
s79,p47,0
s79,p48,0
s79,p49,0
s79,p50,1
s79,p51,0
s79,p52,0
s79,p53,0
s79,p54,1
s79,p55,0
s79,p56,1
s79,p57,0
s79,p58,1
s79,p59,0
s79,p60,0
s79,p61,1
s79,p62,1
s79,p63,0
s79,p64,0
s79,p65,1
s79,p66,0
s79,p67,1
s79,p68,0
s79,p69,0
s79,p70,0
s79,p71,1
s79,p72,1
s79,p73,1
s79,p74,1
s79,p75,0
s79,p76,0
s79,p77,0
s79,p78,0
s79,p79,0
s79,p80,1
s79,p81,0
s79,p82,1
s79,p83,0
s79,p84,1
s79,p85,0
s79,p86,0
s79,p87,1
s79,p88,0
s79,p89,0
s79,p90,0
s79,p91,1
s79,p92,0
s79,p93,0
s79,p94,1
s79,p95,0
s79,p96,0
s79,p97,0
s79,p98,0
s79,p99,0
s79,p100,0
s79,p101,0
s79,p102,0
s79,p103,0
s79,p104,1
s79,p105,0
s79,p106,1
s79,p107,0
s79,p108,0
s79,p109,1
s79,p110,0
s79,p111,0
s79,p112,0
s79,p113,0
s79,p114,0
s79,p115,1
s79,p116,0
s79,p117,0
s79,p118,0
s79,p119,0
s79,p120,0
s79,p121,0
s79,p122,0
s79,p123,0
s79,p124,0
s79,p125,1
s79,p126,0
s79,p127,1
s79,p128,0
s79,p129,0
s79,p130,0
s79,p131,1
s79,p132,0
s79,p133,0
s79,p134,0
s79,p135,0
s79,p136,0
s79,p137,1
s79,p138,0
s79,p139,0
s79,p140,1
s79,p141,0
s79,p142,0
s79,p143,0
s79,p144,1
s79,p145,1
s79,p146,0
s79,p147,0
s79,p148,1
s79,p149,1
s79,p150,0
s79,p151,1
s79,p152,0
s79,p153,0
s79,p154,1
s79,p155,0
s79,p156,0
s79,p157,0
s79,p158,0
s79,p159,1
s79,p160,0
s79,p161,0
s79,p162,1
s79,p163,0
s79,p164,0
s79,p165,0
s79,p166,1
s79,p167,1
s79,p168,1
s79,p169,1
s79,p170,1
s79,p171,0
s79,p172,0
s79,p173,1
s79,p174,0
s79,p175,1
s79,p176,0
s79,p177,1
s79,p178,1
s79,p179,0
s79,p180,1
s79,p181,0
s79,p182,1
s79,p183,0
s79,p184,1
s79,p185,0
s79,p186,0
s79,p187,1
s79,p188,1
s79,p189,0
s79,p190,0
s79,p191,1
s79,p192,1
s79,p193,0
s79,p194,0
s79,p195,0
s79,p196,0
s79,p197,0
s79,p198,0
s79,p199,0
s79,p200,0
s80,p1,1
s80,p2,1
s80,p3,1
s80,p4,0
s80,p5,0
s80,p6,1
s80,p7,1
s80,p8,0
s80,p9,0
s80,p10,1
s80,p11,0
s80,p12,0
s80,p13,1
s80,p14,0
s80,p15,0
s80,p16,1
s80,p17,1
s80,p18,1
s80,p19,0
s80,p20,1
s80,p21,0
s80,p22,0
s80,p23,0
s80,p24,1
s80,p25,0
s80,p26,1
s80,p27,1
s80,p28,0
s80,p29,1
s80,p30,1
s80,p31,1
s80,p32,0
s80,p33,1
s80,p34,1
s80,p35,1
s80,p36,0
s80,p37,1
s80,p38,0
s80,p39,1
s80,p40,0
s80,p41,1
s80,p42,1
s80,p43,0
s80,p44,1
s80,p45,0
s80,p46,0
s80,p47,0
s80,p48,0
s80,p49,1
s80,p50,1
s80,p51,1
s80,p52,1
s80,p53,1
s80,p54,1
s80,p55,1
s80,p56,0
s80,p57,1
s80,p58,0
s80,p59,1
s80,p60,1
s80,p61,0
s80,p62,1
s80,p63,0
s80,p64,1
s80,p65,1
s80,p66,1
s80,p67,1
s80,p68,0
s80,p69,1
s80,p70,1
s80,p71,0
s80,p72,1
s80,p73,1
s80,p74,0
s80,p75,0
s80,p76,1
s80,p77,1
s80,p78,1
s80,p79,1
s80,p80,1
s80,p81,1
s80,p82,0
s80,p83,0
s80,p84,0
s80,p85,0
s80,p86,0
s80,p87,0
s80,p88,0
s80,p89,1
s80,p90,1
s80,p91,0
s80,p92,0
s80,p93,1
s80,p94,0
s80,p95,1
s80,p96,1
s80,p97,1
s80,p98,0
s80,p99,0
s80,p100,1
s80,p101,0
s80,p102,1
s80,p103,1
s80,p104,0
s80,p105,0
s80,p106,0
s80,p107,1
s80,p108,1
s80,p109,1
s80,p110,1
s80,p111,0
s80,p112,1
s80,p113,0
s80,p114,0
s80,p115,1
s80,p116,0
s80,p117,0
s80,p118,1
s80,p119,0
s80,p120,1
s80,p121,1
s80,p122,1
s80,p123,1
s80,p124,1
s80,p125,1
s80,p126,1
s80,p127,1
s80,p128,1
s80,p129,0
s80,p130,1
s80,p131,1
s80,p132,1
s80,p133,0
s80,p134,0
s80,p135,1
s80,p136,1
s80,p137,1
s80,p138,1
s80,p139,0
s80,p140,1
s80,p141,1
s80,p142,1
s80,p143,1
s80,p144,1
s80,p145,1
s80,p146,1
s80,p147,0
s80,p148,0
s80,p149,1
s80,p150,1
s80,p151,1
s80,p152,1
s80,p153,0
s80,p154,1
s80,p155,1
s80,p156,0
s80,p157,0
s80,p158,1
s80,p159,1
s80,p160,0
s80,p161,0
s80,p162,0
s80,p163,1
s80,p164,1
s80,p165,1
s80,p166,1
s80,p167,1
s80,p168,1
s80,p169,1
s80,p170,1
s80,p171,1
s80,p172,0
s80,p173,1
s80,p174,0
s80,p175,0
s80,p176,1
s80,p177,0
s80,p178,0
s80,p179,1
s80,p180,1
s80,p181,0
s80,p182,1
s80,p183,1
s80,p184,1
s80,p185,1
s80,p186,1
s80,p187,1
s80,p188,1
s80,p189,0
s80,p190,1
s80,p191,1
s80,p192,0
s80,p193,1
s80,p194,0
s80,p195,1
s80,p196,1
s80,p197,1
s80,p198,1
s80,p199,1
s80,p200,1
s81,p1,1
s81,p2,0
s81,p3,0
s81,p4,0
s81,p5,1
s81,p6,1
s81,p7,1
s81,p8,1
s81,p9,1
s81,p10,0
s81,p11,1
s81,p12,0
s81,p13,0
s81,p14,0
s81,p15,1
s81,p16,1
s81,p17,0
s81,p18,0
s81,p19,0
s81,p20,1
s81,p21,0
s81,p22,0
s81,p23,0
s81,p24,0
s81,p25,1
s81,p26,1
s81,p27,0
s81,p28,0
s81,p29,1
s81,p30,0
s81,p31,0
s81,p32,1
s81,p33,0
s81,p34,0
s81,p35,1
s81,p36,1
s81,p37,0
s81,p38,0
s81,p39,0
s81,p40,1
s81,p41,0
s81,p42,0
s81,p43,0
s81,p44,0
s81,p45,0
s81,p46,0
s81,p47,0
s81,p48,1
s81,p49,1
s81,p50,0
s81,p51,1
s81,p52,1
s81,p53,0
s81,p54,0
s81,p55,1
s81,p56,1
s81,p57,1
s81,p58,0
s81,p59,0
s81,p60,0
s81,p61,1
s81,p62,1
s81,p63,0
s81,p64,0
s81,p65,1
s81,p66,1
s81,p67,1
s81,p68,0
s81,p69,0
s81,p70,1
s81,p71,1
s81,p72,0
s81,p73,1
s81,p74,0
s81,p75,0
s81,p76,1
s81,p77,0
s81,p78,0
s81,p79,1
s81,p80,0
s81,p81,1
s81,p82,0
s81,p83,0
s81,p84,0
s81,p85,0
s81,p86,1
s81,p87,0
s81,p88,1
s81,p89,0
s81,p90,0
s81,p91,0
s81,p92,1
s81,p93,0
s81,p94,0
s81,p95,0
s81,p96,0
s81,p97,0
s81,p98,1
s81,p99,1
s81,p100,0
s81,p101,1
s81,p102,1
s81,p103,1
s81,p104,0
s81,p105,0
s81,p106,0
s81,p107,0
s81,p108,0
s81,p109,0
s81,p110,0
s81,p111,1
s81,p112,1
s81,p113,1
s81,p114,1
s81,p115,1
s81,p116,0
s81,p117,1
s81,p118,0
s81,p119,0
s81,p120,0
s81,p121,1
s81,p122,0
s81,p123,1
s81,p124,0
s81,p125,0
s81,p126,0
s81,p127,1
s81,p128,0
s81,p129,0
s81,p130,0
s81,p131,0
s81,p132,1
s81,p133,1
s81,p134,0
s81,p135,0
s81,p136,1
s81,p137,0
s81,p138,1
s81,p139,1
s81,p140,0
s81,p141,0
s81,p142,1
s81,p143,1
s81,p144,0
s81,p145,0
s81,p146,0
s81,p147,1
s81,p148,0
s81,p149,0
s81,p150,0
s81,p151,0
s81,p152,0
s81,p153,0
s81,p154,0
s81,p155,0
s81,p156,0
s81,p157,1
s81,p158,0
s81,p159,0
s81,p160,0
s81,p161,0
s81,p162,1
s81,p163,0
s81,p164,0
s81,p165,1
s81,p166,0
s81,p167,0
s81,p168,1
s81,p169,1
s81,p170,0
s81,p171,0
s81,p172,1
s81,p173,0
s81,p174,0
s81,p175,0
s81,p176,0
s81,p177,1
s81,p178,0
s81,p179,0
s81,p180,1
s81,p181,1
s81,p182,1
s81,p183,1
s81,p184,0
s81,p185,0
s81,p186,1
s81,p187,1
s81,p188,0
s81,p189,0
s81,p190,1
s81,p191,1
s81,p192,1
s81,p193,1
s81,p194,1
s81,p195,0
s81,p196,0
s81,p197,1
s81,p198,0
s81,p199,1
s81,p200,1
s82,p1,1
s82,p2,1
s82,p3,0
s82,p4,1
s82,p5,0
s82,p6,0
s82,p7,1
s82,p8,1
s82,p9,0
s82,p10,0
s82,p11,1
s82,p12,1
s82,p13,1
s82,p14,1
s82,p15,1
s82,p16,0
s82,p17,1
s82,p18,0
s82,p19,0
s82,p20,0
s82,p21,0
s82,p22,1
s82,p23,0
s82,p24,1
s82,p25,0
s82,p26,1
s82,p27,1
s82,p28,0
s82,p29,0
s82,p30,0
s82,p31,1
s82,p32,0
s82,p33,0
s82,p34,0
s82,p35,0
s82,p36,0
s82,p37,1
s82,p38,0
s82,p39,0
s82,p40,1
s82,p41,1
s82,p42,1
s82,p43,1
s82,p44,1
s82,p45,0
s82,p46,1
s82,p47,0
s82,p48,1
s82,p49,0
s82,p50,1
s82,p51,1
s82,p52,0
s82,p53,1
s82,p54,1
s82,p55,1
s82,p56,1
s82,p57,0
s82,p58,1
s82,p59,0
s82,p60,1
s82,p61,0
s82,p62,0
s82,p63,1
s82,p64,1
s82,p65,1
s82,p66,1
s82,p67,1
s82,p68,1
s82,p69,1
s82,p70,0
s82,p71,0
s82,p72,1
s82,p73,1
s82,p74,1
s82,p75,1
s82,p76,1
s82,p77,0
s82,p78,1
s82,p79,1
s82,p80,0
s82,p81,0
s82,p82,0
s82,p83,1
s82,p84,1
s82,p85,1
s82,p86,0
s82,p87,0
s82,p88,0
s82,p89,0
s82,p90,0
s82,p91,0
s82,p92,0
s82,p93,1
s82,p94,0
s82,p95,0
s82,p96,1
s82,p97,0
s82,p98,0
s82,p99,0
s82,p100,0
s82,p101,0
s82,p102,1
s82,p103,1
s82,p104,0
s82,p105,1
s82,p106,0
s82,p107,1
s82,p108,0
s82,p109,0
s82,p110,1
s82,p111,0
s82,p112,1
s82,p113,1
s82,p114,0
s82,p115,0
s82,p116,0
s82,p117,1
s82,p118,1
s82,p119,0
s82,p120,1
s82,p121,0
s82,p122,1
s82,p123,0
s82,p124,0
s82,p125,0
s82,p126,0
s82,p127,0
s82,p128,0
s82,p129,1
s82,p130,0
s82,p131,1
s82,p132,1
s82,p133,0
s82,p134,1
s82,p135,1
s82,p136,1
s82,p137,0
s82,p138,0
s82,p139,0
s82,p140,1
s82,p141,0
s82,p142,0
s82,p143,1
s82,p144,1
s82,p145,1
s82,p146,0
s82,p147,1
s82,p148,1
s82,p149,0
s82,p150,0
s82,p151,0
s82,p152,1
s82,p153,1
s82,p154,0
s82,p155,0
s82,p156,1
s82,p157,1
s82,p158,0
s82,p159,1
s82,p160,1
s82,p161,0
s82,p162,1
s82,p163,0
s82,p164,0
s82,p165,0
s82,p166,1
s82,p167,0
s82,p168,1
s82,p169,0
s82,p170,0
s82,p171,1
s82,p172,0
s82,p173,0
s82,p174,0
s82,p175,1
s82,p176,1
s82,p177,1
s82,p178,0
s82,p179,1
s82,p180,0
s82,p181,0
s82,p182,1
s82,p183,0
s82,p184,1
s82,p185,0
s82,p186,0
s82,p187,0
s82,p188,1
s82,p189,0
s82,p190,1
s82,p191,0
s82,p192,0
s82,p193,1
s82,p194,0
s82,p195,0
s82,p196,0
s82,p197,1
s82,p198,0
s82,p199,1
s82,p200,1
s83,p1,1
s83,p2,0
s83,p3,1
s83,p4,1
s83,p5,0
s83,p6,1
s83,p7,1
s83,p8,0
s83,p9,0
s83,p10,0
s83,p11,1
s83,p12,1
s83,p13,0
s83,p14,0
s83,p15,0
s83,p16,1
s83,p17,1
s83,p18,1
s83,p19,0
s83,p20,1
s83,p21,0
s83,p22,1
s83,p23,1
s83,p24,0
s83,p25,1
s83,p26,1
s83,p27,1
s83,p28,0
s83,p29,0
s83,p30,0
s83,p31,0
s83,p32,0
s83,p33,0
s83,p34,0
s83,p35,0
s83,p36,1
s83,p37,0
s83,p38,0
s83,p39,1
s83,p40,0
s83,p41,1
s83,p42,1
s83,p43,1
s83,p44,0
s83,p45,0
s83,p46,1
s83,p47,1
s83,p48,0
s83,p49,0
s83,p50,1
s83,p51,1
s83,p52,1
s83,p53,0
s83,p54,1
s83,p55,0
s83,p56,0
s83,p57,0
s83,p58,0
s83,p59,0
s83,p60,1
s83,p61,1
s83,p62,1
s83,p63,0
s83,p64,1
s83,p65,0
s83,p66,0
s83,p67,1
s83,p68,1
s83,p69,1
s83,p70,0
s83,p71,0
s83,p72,0
s83,p73,1
s83,p74,0
s83,p75,1
s83,p76,1
s83,p77,1
s83,p78,0
s83,p79,0
s83,p80,1
s83,p81,0
s83,p82,0
s83,p83,0
s83,p84,0
s83,p85,0
s83,p86,0
s83,p87,1
s83,p88,0
s83,p89,0
s83,p90,1
s83,p91,1
s83,p92,0
s83,p93,1
s83,p94,0
s83,p95,1
s83,p96,0
s83,p97,1
s83,p98,1
s83,p99,0
s83,p100,1
s83,p101,0
s83,p102,1
s83,p103,1
s83,p104,0
s83,p105,1
s83,p106,0
s83,p107,0
s83,p108,0
s83,p109,1
s83,p110,0
s83,p111,1
s83,p112,0
s83,p113,0
s83,p114,0
s83,p115,1
s83,p116,0
s83,p117,1
s83,p118,0
s83,p119,1
s83,p120,0
s83,p121,1
s83,p122,1
s83,p123,1
s83,p124,0
s83,p125,1
s83,p126,1
s83,p127,0
s83,p128,1
s83,p129,0
s83,p130,0
s83,p131,1
s83,p132,0
s83,p133,1
s83,p134,1
s83,p135,1
s83,p136,0
s83,p137,1
s83,p138,0
s83,p139,1
s83,p140,0
s83,p141,0
s83,p142,1
s83,p143,0
s83,p144,0
s83,p145,0
s83,p146,0
s83,p147,0
s83,p148,1
s83,p149,0
s83,p150,0
s83,p151,1
s83,p152,0
s83,p153,1
s83,p154,1
s83,p155,1
s83,p156,1
s83,p157,1
s83,p158,0
s83,p159,1
s83,p160,1
s83,p161,0
s83,p162,1
s83,p163,0
s83,p164,1
s83,p165,0
s83,p166,1
s83,p167,0
s83,p168,0
s83,p169,1
s83,p170,0
s83,p171,1
s83,p172,0
s83,p173,0
s83,p174,0
s83,p175,1
s83,p176,1
s83,p177,0
s83,p178,0
s83,p179,0
s83,p180,1
s83,p181,1
s83,p182,1
s83,p183,0
s83,p184,0
s83,p185,0
s83,p186,0
s83,p187,1
s83,p188,0
s83,p189,0
s83,p190,1
s83,p191,0
s83,p192,0
s83,p193,0
s83,p194,0
s83,p195,0
s83,p196,0
s83,p197,1
s83,p198,1
s83,p199,1
s83,p200,0
s84,p1,0
s84,p2,0
s84,p3,1
s84,p4,0
s84,p5,0
s84,p6,1
s84,p7,1
s84,p8,0
s84,p9,1
s84,p10,1
s84,p11,1
s84,p12,0
s84,p13,0
s84,p14,1
s84,p15,1
s84,p16,0
s84,p17,0
s84,p18,1
s84,p19,1
s84,p20,0
s84,p21,0
s84,p22,0
s84,p23,1
s84,p24,0
s84,p25,0
s84,p26,0
s84,p27,1
s84,p28,1
s84,p29,0
s84,p30,0
s84,p31,1
s84,p32,1
s84,p33,1
s84,p34,1
s84,p35,1
s84,p36,1
s84,p37,0
s84,p38,0
s84,p39,1
s84,p40,0
s84,p41,1
s84,p42,0
s84,p43,0
s84,p44,1
s84,p45,1
s84,p46,0
s84,p47,1
s84,p48,0
s84,p49,0
s84,p50,0
s84,p51,1
s84,p52,1
s84,p53,1
s84,p54,0
s84,p55,0
s84,p56,1
s84,p57,0
s84,p58,1
s84,p59,1
s84,p60,0
s84,p61,0
s84,p62,0
s84,p63,0
s84,p64,1
s84,p65,1
s84,p66,0
s84,p67,1
s84,p68,0
s84,p69,0
s84,p70,1
s84,p71,1
s84,p72,0
s84,p73,0
s84,p74,0
s84,p75,1
s84,p76,1
s84,p77,1
s84,p78,1
s84,p79,1
s84,p80,1
s84,p81,0
s84,p82,0
s84,p83,1
s84,p84,0
s84,p85,0
s84,p86,0
s84,p87,0
s84,p88,1
s84,p89,0
s84,p90,0
s84,p91,0
s84,p92,0
s84,p93,1
s84,p94,1
s84,p95,0
s84,p96,0
s84,p97,0
s84,p98,0
s84,p99,0
s84,p100,1
s84,p101,1
s84,p102,0
s84,p103,1
s84,p104,1
s84,p105,0
s84,p106,0
s84,p107,0
s84,p108,1
s84,p109,0
s84,p110,1
s84,p111,0
s84,p112,0
s84,p113,0
s84,p114,1
s84,p115,0
s84,p116,1
s84,p117,1
s84,p118,1
s84,p119,1
s84,p120,0
s84,p121,0
s84,p122,0
s84,p123,0
s84,p124,0
s84,p125,1
s84,p126,1
s84,p127,0
s84,p128,1
s84,p129,1
s84,p130,0
s84,p131,0
s84,p132,0
s84,p133,0
s84,p134,0
s84,p135,0
s84,p136,1
s84,p137,0
s84,p138,0
s84,p139,1
s84,p140,0
s84,p141,1
s84,p142,1
s84,p143,0
s84,p144,0
s84,p145,0
s84,p146,0
s84,p147,1
s84,p148,1
s84,p149,0
s84,p150,0
s84,p151,0
s84,p152,0
s84,p153,0
s84,p154,1
s84,p155,1
s84,p156,0
s84,p157,1
s84,p158,0
s84,p159,0
s84,p160,0
s84,p161,1
s84,p162,0
s84,p163,0
s84,p164,1
s84,p165,1
s84,p166,1
s84,p167,1
s84,p168,0
s84,p169,0
s84,p170,0
s84,p171,0
s84,p172,0
s84,p173,0
s84,p174,0
s84,p175,0
s84,p176,0
s84,p177,0
s84,p178,1
s84,p179,1
s84,p180,0
s84,p181,1
s84,p182,1
s84,p183,1
s84,p184,0
s84,p185,0
s84,p186,0
s84,p187,0
s84,p188,0
s84,p189,1
s84,p190,0
s84,p191,1
s84,p192,1
s84,p193,0
s84,p194,1
s84,p195,0
s84,p196,1
s84,p197,0
s84,p198,1
s84,p199,0
s84,p200,1
s85,p1,1
s85,p2,0
s85,p3,0
s85,p4,1
s85,p5,0
s85,p6,1
s85,p7,1
s85,p8,0
s85,p9,0
s85,p10,0
s85,p11,1
s85,p12,1
s85,p13,1
s85,p14,0
s85,p15,0
s85,p16,1
s85,p17,0
s85,p18,0
s85,p19,0
s85,p20,1
s85,p21,1
s85,p22,1
s85,p23,0
s85,p24,1
s85,p25,1
s85,p26,0
s85,p27,0
s85,p28,1
s85,p29,0
s85,p30,1
s85,p31,1
s85,p32,0
s85,p33,0
s85,p34,1
s85,p35,1
s85,p36,0
s85,p37,0
s85,p38,0
s85,p39,0
s85,p40,0
s85,p41,0
s85,p42,1
s85,p43,0
s85,p44,1
s85,p45,1
s85,p46,1
s85,p47,1
s85,p48,1
s85,p49,1
s85,p50,0
s85,p51,0
s85,p52,1
s85,p53,0
s85,p54,0
s85,p55,0
s85,p56,1
s85,p57,0
s85,p58,1
s85,p59,1
s85,p60,1
s85,p61,0
s85,p62,1
s85,p63,1
s85,p64,1
s85,p65,1
s85,p66,1
s85,p67,1
s85,p68,1
s85,p69,1
s85,p70,1
s85,p71,1
s85,p72,0
s85,p73,0
s85,p74,0
s85,p75,1
s85,p76,1
s85,p77,0
s85,p78,1
s85,p79,1
s85,p80,1
s85,p81,0
s85,p82,0
s85,p83,1
s85,p84,0
s85,p85,0
s85,p86,1
s85,p87,1
s85,p88,1
s85,p89,0
s85,p90,0
s85,p91,0
s85,p92,1
s85,p93,1
s85,p94,1
s85,p95,1
s85,p96,1
s85,p97,1
s85,p98,0
s85,p99,1
s85,p100,0
s85,p101,0
s85,p102,1
s85,p103,1
s85,p104,1
s85,p105,0
s85,p106,1
s85,p107,0
s85,p108,1
s85,p109,1
s85,p110,0
s85,p111,1
s85,p112,0
s85,p113,1
s85,p114,0
s85,p115,0
s85,p116,0
s85,p117,0
s85,p118,1
s85,p119,0
s85,p120,1
s85,p121,0
s85,p122,1
s85,p123,0
s85,p124,0
s85,p125,0
s85,p126,0
s85,p127,0
s85,p128,0
s85,p129,0
s85,p130,0
s85,p131,1
s85,p132,1
s85,p133,0
s85,p134,1
s85,p135,1
s85,p136,1
s85,p137,0
s85,p138,0
s85,p139,0
s85,p140,1
s85,p141,0
s85,p142,0
s85,p143,0
s85,p144,1
s85,p145,1
s85,p146,1
s85,p147,0
s85,p148,0
s85,p149,1
s85,p150,1
s85,p151,0
s85,p152,0
s85,p153,0
s85,p154,1
s85,p155,1
s85,p156,0
s85,p157,1
s85,p158,1
s85,p159,1
s85,p160,1
s85,p161,1
s85,p162,1
s85,p163,0
s85,p164,1
s85,p165,1
s85,p166,0
s85,p167,1
s85,p168,1
s85,p169,1
s85,p170,0
s85,p171,1
s85,p172,1
s85,p173,1
s85,p174,1
s85,p175,1
s85,p176,1
s85,p177,1
s85,p178,1
s85,p179,1
s85,p180,0
s85,p181,0
s85,p182,0
s85,p183,1
s85,p184,1
s85,p185,1
s85,p186,1
s85,p187,1
s85,p188,1
s85,p189,1
s85,p190,0
s85,p191,1
s85,p192,1
s85,p193,1
s85,p194,1
s85,p195,1
s85,p196,1
s85,p197,0
s85,p198,0
s85,p199,0
s85,p200,0
s86,p1,1
s86,p2,1
s86,p3,0
s86,p4,1
s86,p5,1
s86,p6,0
s86,p7,1
s86,p8,0
s86,p9,1
s86,p10,0
s86,p11,1
s86,p12,0
s86,p13,1
s86,p14,1
s86,p15,0
s86,p16,0
s86,p17,1
s86,p18,1
s86,p19,1
s86,p20,1
s86,p21,0
s86,p22,1
s86,p23,1
s86,p24,1
s86,p25,1
s86,p26,1
s86,p27,0
s86,p28,1
s86,p29,0
s86,p30,1
s86,p31,0
s86,p32,1
s86,p33,0
s86,p34,0
s86,p35,0
s86,p36,1
s86,p37,0
s86,p38,1
s86,p39,1
s86,p40,1
s86,p41,0
s86,p42,0
s86,p43,0
s86,p44,1
s86,p45,0
s86,p46,0
s86,p47,1
s86,p48,0
s86,p49,0
s86,p50,0
s86,p51,1
s86,p52,1
s86,p53,1
s86,p54,0
s86,p55,0
s86,p56,1
s86,p57,1
s86,p58,1
s86,p59,0
s86,p60,0
s86,p61,0
s86,p62,0
s86,p63,0
s86,p64,0
s86,p65,1
s86,p66,1
s86,p67,1
s86,p68,1
s86,p69,1
s86,p70,0
s86,p71,0
s86,p72,1
s86,p73,0
s86,p74,1
s86,p75,1
s86,p76,0
s86,p77,0
s86,p78,0
s86,p79,1
s86,p80,0
s86,p81,0
s86,p82,1
s86,p83,0
s86,p84,0
s86,p85,1
s86,p86,1
s86,p87,0
s86,p88,0
s86,p89,0
s86,p90,1
s86,p91,0
s86,p92,0
s86,p93,0
s86,p94,0
s86,p95,0
s86,p96,1
s86,p97,0
s86,p98,1
s86,p99,1
s86,p100,0
s86,p101,0
s86,p102,1
s86,p103,0
s86,p104,0
s86,p105,0
s86,p106,0
s86,p107,0
s86,p108,0
s86,p109,1
s86,p110,1
s86,p111,0
s86,p112,1
s86,p113,0
s86,p114,1
s86,p115,1
s86,p116,0
s86,p117,1
s86,p118,0
s86,p119,1
s86,p120,1
s86,p121,0
s86,p122,1
s86,p123,1
s86,p124,0
s86,p125,1
s86,p126,0
s86,p127,1
s86,p128,1
s86,p129,1
s86,p130,0
s86,p131,1
s86,p132,1
s86,p133,1
s86,p134,1
s86,p135,0
s86,p136,1
s86,p137,1
s86,p138,1
s86,p139,1
s86,p140,0
s86,p141,0
s86,p142,0
s86,p143,0
s86,p144,0
s86,p145,1
s86,p146,1
s86,p147,0
s86,p148,1
s86,p149,0
s86,p150,0
s86,p151,0
s86,p152,1
s86,p153,1
s86,p154,1
s86,p155,1
s86,p156,0
s86,p157,0
s86,p158,1
s86,p159,1
s86,p160,0
s86,p161,0
s86,p162,0
s86,p163,0
s86,p164,0
s86,p165,0
s86,p166,0
s86,p167,0
s86,p168,0
s86,p169,1
s86,p170,0
s86,p171,1
s86,p172,1
s86,p173,0
s86,p174,0
s86,p175,1
s86,p176,0
s86,p177,1
s86,p178,1
s86,p179,0
s86,p180,1
s86,p181,0
s86,p182,0
s86,p183,1
s86,p184,1
s86,p185,1
s86,p186,0
s86,p187,1
s86,p188,0
s86,p189,0
s86,p190,1
s86,p191,1
s86,p192,1
s86,p193,1
s86,p194,1
s86,p195,1
s86,p196,1
s86,p197,0
s86,p198,1
s86,p199,1
s86,p200,1
s87,p1,0
s87,p2,1
s87,p3,1
s87,p4,1
s87,p5,0
s87,p6,1
s87,p7,1
s87,p8,1
s87,p9,1
s87,p10,1
s87,p11,0
s87,p12,1
s87,p13,1
s87,p14,0
